session_round_name,event_name,experiment_no,experiment_id,coor1,coor2,color
round_1_images,experiment_vivino_31_03,experiment_no_18,107,1425,3469,black
round_1_images,experiment_vivino_31_03,experiment_no_18,111,878,2922,blue
round_1_images,experiment_vivino_31_03,experiment_no_18,109,1336,2412,purple
round_1_images,experiment_vivino_31_03,experiment_no_18,110,1001,1717,pink
round_1_images,experiment_vivino_31_03,experiment_no_18,44,1558,1046,yellow
round_1_images,experiment_vivino_31_03,experiment_no_19,107,2641,3713,black
round_1_images,experiment_vivino_31_03,experiment_no_19,108,1759,2657,orange
round_1_images,experiment_vivino_31_03,experiment_no_19,110,2009,2586,pink
round_1_images,experiment_vivino_31_03,experiment_no_19,111,1202,1519,blue
round_1_images,experiment_vivino_31_03,experiment_no_19,112,734,734,light-purple
round_1_images,experiment_vivino_31_03,experiment_no_20,107,1740,3524,black
round_1_images,experiment_vivino_31_03,experiment_no_20,44,1331,2404,yellow
round_1_images,experiment_vivino_31_03,experiment_no_20,108,1463,1973,orange
round_1_images,experiment_vivino_31_03,experiment_no_20,110,1064,1334,pink
round_1_images,experiment_vivino_31_03,experiment_no_20,112,1873,746,light-purple
round_1_images,experiment_vivino_31_03,experiment_no_21,109,534,1771,purple
round_1_images,experiment_vivino_31_03,experiment_no_21,44,1875,1640,yellow
round_1_images,experiment_vivino_31_03,experiment_no_21,110,1869,1260,pink
round_1_images,experiment_vivino_31_03,experiment_no_21,111,1439,907,blue
round_1_images,experiment_vivino_31_03,experiment_no_21,112,943,855,light-purple
round_1_images,experiment_vivino_31_03,experiment_no_22,107,725,2973,black
round_1_images,experiment_vivino_31_03,experiment_no_22,109,1861,1953,purple
round_1_images,experiment_vivino_31_03,experiment_no_22,112,1143,1683,light-purple
round_1_images,experiment_vivino_31_03,experiment_no_22,110,2171,1235,pink
round_1_images,experiment_vivino_31_03,experiment_no_22,114,1519,951,bright-green
round_1_images,experiment_vivino_31_03,experiment_no_23,110,1678,3096,pink
round_1_images,experiment_vivino_31_03,experiment_no_23,44,2396,2677,yellow
round_1_images,experiment_vivino_31_03,experiment_no_23,108,1893,2510,orange
round_1_images,experiment_vivino_31_03,experiment_no_23,111,2020,1571,blue
round_1_images,experiment_vivino_31_03,experiment_no_23,113,1620,1046,gold
round_1_images,experiment_vivino_31_03,experiment_no_24,107,1821,701,black
round_1_images,experiment_vivino_31_03,experiment_no_24,114,809,2028,bright-green
round_1_images,experiment_vivino_31_03,experiment_no_24,106,1822,1835,red
round_1_images,experiment_vivino_31_03,experiment_no_24,112,1127,1027,light-purple
round_1_images,experiment_vivino_31_03,experiment_no_24,113,1500,2500,gold
round_1_images,experiment_dtu_13_03,experiment_no_0,1,802,2526,brown
round_1_images,experiment_dtu_13_03,experiment_no_0,9,561,2168,blue
round_1_images,experiment_dtu_13_03,experiment_no_0,5,1915,2124,green
round_1_images,experiment_dtu_13_03,experiment_no_0,0,491,1745,yellow
round_1_images,experiment_dtu_13_03,experiment_no_0,2,1228,1675,grey
round_1_images,experiment_dtu_13_03,experiment_no_1,0,1657,2406,yellow
round_1_images,experiment_dtu_13_03,experiment_no_1,4,1799,1993,purple
round_1_images,experiment_dtu_13_03,experiment_no_1,7,989,1478,red
round_1_images,experiment_dtu_13_03,experiment_no_1,5,1351,1059,green
round_1_images,experiment_dtu_13_03,experiment_no_1,3,1140,742,orange
round_1_images,experiment_dtu_13_03,experiment_no_2,5,1379,3012,green
round_1_images,experiment_dtu_13_03,experiment_no_2,2,540,2467,grey
round_1_images,experiment_dtu_13_03,experiment_no_2,8,1057,1787,pink
round_1_images,experiment_dtu_13_03,experiment_no_2,6,1180,1325,purple
round_1_images,experiment_dtu_13_03,experiment_no_2,1,1467,773,brown
round_1_images,experiment_dtu_13_03,experiment_no_3,7,2324,3287,red
round_1_images,experiment_dtu_13_03,experiment_no_3,8,1758,2941,pink
round_1_images,experiment_dtu_13_03,experiment_no_3,0,2304,2468,yellow
round_1_images,experiment_dtu_13_03,experiment_no_3,9,1256,2047,blue
round_1_images,experiment_dtu_13_03,experiment_no_3,2,1944,1286,grey
round_1_images,experiment_dtu_13_03,experiment_no_4,5,1736,3153,green
round_1_images,experiment_dtu_13_03,experiment_no_4,4,2281,3132,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_4,9,1306,2087,blue
round_1_images,experiment_dtu_13_03,experiment_no_4,6,2255,1482,purple
round_1_images,experiment_dtu_13_03,experiment_no_4,2,1765,1015,grey
round_1_images,experiment_dtu_13_03,experiment_no_5,1,2255,3281,brown
round_1_images,experiment_dtu_13_03,experiment_no_5,0,1837,2592,yellow
round_1_images,experiment_dtu_13_03,experiment_no_5,4,1554,1985,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_5,3,1200,1341,orange
round_1_images,experiment_dtu_13_03,experiment_no_5,8,1898,782,pink
round_1_images,experiment_dtu_13_03,experiment_no_6,0,1037,2717,yellow
round_1_images,experiment_dtu_13_03,experiment_no_6,8,1442,2216,pink
round_1_images,experiment_dtu_13_03,experiment_no_6,1,1101,2059,brown
round_1_images,experiment_dtu_13_03,experiment_no_6,3,828,1642,orange
round_1_images,experiment_dtu_13_03,experiment_no_6,7,1605,606,red
round_1_images,experiment_dtu_13_03,experiment_no_7,6,942,846,purple
round_1_images,experiment_dtu_13_03,experiment_no_7,9,681,3121,blue
round_1_images,experiment_dtu_13_03,experiment_no_7,3,735,2230,orange
round_1_images,experiment_dtu_13_03,experiment_no_7,2,880,1343,grey
round_1_images,experiment_dtu_13_03,experiment_no_7,0,1035,170,yellow
round_1_images,experiment_dtu_13_03,experiment_no_8,4,396,3596,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_8,6,1488,2830,purple
round_1_images,experiment_dtu_13_03,experiment_no_8,7,1049,1868,red
round_1_images,experiment_dtu_13_03,experiment_no_8,2,1855,1634,grey
round_1_images,experiment_dtu_13_03,experiment_no_8,3,2228,1530,orange
round_1_images,experiment_dtu_13_03,experiment_no_8,9,987,1053,blue
round_1_images,experiment_dtu_13_03,experiment_no_9,7,1522,3246,red
round_1_images,experiment_dtu_13_03,experiment_no_9,1,841,2467,brown
round_1_images,experiment_dtu_13_03,experiment_no_9,8,1476,1722,pink
round_1_images,experiment_dtu_13_03,experiment_no_9,3,1047,1053,orange
round_1_images,experiment_dtu_13_03,experiment_no_9,4,2197,643,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_10,1,1252,3102,brown
round_1_images,experiment_dtu_13_03,experiment_no_10,3,1240,2709,orange
round_1_images,experiment_dtu_13_03,experiment_no_10,9,1232,1983,blue
round_1_images,experiment_dtu_13_03,experiment_no_10,4,1228,1615,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_10,6,1236,846,purple
round_1_images,experiment_dtu_13_03,experiment_no_11,4,2271,3106,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_11,0,929,3109,yellow
round_1_images,experiment_dtu_13_03,experiment_no_11,5,1451,2417,green
round_1_images,experiment_dtu_13_03,experiment_no_11,2,933,851,grey
round_1_images,experiment_dtu_13_03,experiment_no_11,3,1857,694,orange
round_1_images,experiment_dtu_13_03,experiment_no_12,2,2225,3143,grey
round_1_images,experiment_dtu_13_03,experiment_no_12,6,699,2995,purple
round_1_images,experiment_dtu_13_03,experiment_no_12,9,1348,2844,blue
round_1_images,experiment_dtu_13_03,experiment_no_12,3,1857,871,orange
round_1_images,experiment_dtu_13_03,experiment_no_12,0,1142,626,yellow
round_1_images,experiment_dtu_13_03,experiment_no_13,1,2053,3011,brown
round_1_images,experiment_dtu_13_03,experiment_no_13,4,528,2877,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_13,0,550,1928,yellow
round_1_images,experiment_dtu_13_03,experiment_no_13,6,1794,1683,purple
round_1_images,experiment_dtu_13_03,experiment_no_13,3,952,906,orange
round_1_images,experiment_dtu_13_03,experiment_no_14,2,1825,2793,grey
round_1_images,experiment_dtu_13_03,experiment_no_14,3,725,2704,orange
round_1_images,experiment_dtu_13_03,experiment_no_14,1,918,1352,brown
round_1_images,experiment_dtu_13_03,experiment_no_14,6,636,710,purple
round_1_images,experiment_dtu_13_03,experiment_no_14,4,1275,677,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_15,9,1997,2877,blue
round_1_images,experiment_dtu_13_03,experiment_no_15,3,900,2866,orange
round_1_images,experiment_dtu_13_03,experiment_no_15,2,2032,1912,grey
round_1_images,experiment_dtu_13_03,experiment_no_15,4,701,1023,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_15,6,249,192,purple
round_1_images,experiment_dtu_13_03,experiment_no_16,4,1987,2686,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_16,0,2027,2289,yellow
round_1_images,experiment_dtu_13_03,experiment_no_16,2,1097,1009,grey
round_1_images,experiment_dtu_13_03,experiment_no_16,3,2065,711,orange
round_1_images,experiment_dtu_13_03,experiment_no_17,9,2419,3364,blue
round_1_images,experiment_dtu_13_03,experiment_no_17,3,1939,3030,orange
round_1_images,experiment_dtu_13_03,experiment_no_17,8,766,1938,pink
round_1_images,experiment_dtu_13_03,experiment_no_17,0,1313,1764,yellow
round_1_images,experiment_dtu_13_03,experiment_no_17,5,2590,1273,green
round_1_images,experiment_dtu_13_03,experiment_no_18,0,1446,3030,yellow
round_1_images,experiment_dtu_13_03,experiment_no_18,9,2078,2196,blue
round_1_images,experiment_dtu_13_03,experiment_no_18,7,1086,1392,red
round_1_images,experiment_dtu_13_03,experiment_no_18,4,1111,552,light-purple
round_1_images,experiment_dtu_13_03,experiment_no_18,2,1987,131,grey
round_2_images,experiment_dtu_13_03,experiment_no_0,15,507,3138,green
round_2_images,experiment_dtu_13_03,experiment_no_0,1,2415,2457,blue
round_2_images,experiment_dtu_13_03,experiment_no_0,18,805,723,pink
round_2_images,experiment_dtu_13_03,experiment_no_0,21,419,513,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_1,13,1817,2845,orange
round_2_images,experiment_dtu_13_03,experiment_no_1,16,1257,2773,purple
round_2_images,experiment_dtu_13_03,experiment_no_1,22,910,1926,white
round_2_images,experiment_dtu_13_03,experiment_no_1,11,665,1402,brown
round_2_images,experiment_dtu_13_03,experiment_no_1,10,1131,884,yellow
round_2_images,experiment_dtu_13_03,experiment_no_2,12,400,2576,grey
round_2_images,experiment_dtu_13_03,experiment_no_2,14,986,2291,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_2,17,1091,1739,red
round_2_images,experiment_dtu_13_03,experiment_no_2,19,251,1634,black
round_2_images,experiment_dtu_13_03,experiment_no_2,21,729,1139,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_3,13,1523,2921,orange
round_2_images,experiment_dtu_13_03,experiment_no_3,1,1976,2056,blue
round_2_images,experiment_dtu_13_03,experiment_no_3,22,1070,1947,white
round_2_images,experiment_dtu_13_03,experiment_no_3,15,1876,1551,green
round_2_images,experiment_dtu_13_03,experiment_no_3,12,1196,980,grey
round_2_images,experiment_dtu_13_03,experiment_no_4,12,1077,2233,grey
round_2_images,experiment_dtu_13_03,experiment_no_4,16,1424,1898,purple
round_2_images,experiment_dtu_13_03,experiment_no_4,19,846,1596,black
round_2_images,experiment_dtu_13_03,experiment_no_4,23,1332,1147,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_4,10,920,497,yellow
round_2_images,experiment_dtu_13_03,experiment_no_5,22,1788,2542,white
round_2_images,experiment_dtu_13_03,experiment_no_5,16,915,2185,purple
round_2_images,experiment_dtu_13_03,experiment_no_5,13,1237,1902,orange
round_2_images,experiment_dtu_13_03,experiment_no_5,11,1091,1782,brown
round_2_images,experiment_dtu_13_03,experiment_no_5,18,1273,1018,pink
round_2_images,experiment_dtu_13_03,experiment_no_6,11,914,2810,brown
round_2_images,experiment_dtu_13_03,experiment_no_6,23,1165,2510,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_6,21,1718,1429,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_6,14,1609,1211,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_6,20,1383,557,gold
round_2_images,experiment_dtu_13_03,experiment_no_7,19,1760,3040,black
round_2_images,experiment_dtu_13_03,experiment_no_7,11,1775,2809,brown
round_2_images,experiment_dtu_13_03,experiment_no_7,17,1500,2312,red
round_2_images,experiment_dtu_13_03,experiment_no_7,14,1906,1576,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_7,13,1757,1284,orange
round_2_images,experiment_dtu_13_03,experiment_no_8,23,557,2794,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_8,10,1654,2744,yellow
round_2_images,experiment_dtu_13_03,experiment_no_8,20,1634,1562,gold
round_2_images,experiment_dtu_13_03,experiment_no_8,13,516,1141,orange
round_2_images,experiment_dtu_13_03,experiment_no_8,15,774,698,green
round_2_images,experiment_dtu_13_03,experiment_no_9,17,1974,2990,red
round_2_images,experiment_dtu_13_03,experiment_no_9,15,1464,2937,green
round_2_images,experiment_dtu_13_03,experiment_no_9,12,829,1819,grey
round_2_images,experiment_dtu_13_03,experiment_no_9,19,1089,1556,black
round_2_images,experiment_dtu_13_03,experiment_no_9,23,503,413,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_10,16,1956,2873,purple
round_2_images,experiment_dtu_13_03,experiment_no_10,19,1308,1786,black
round_2_images,experiment_dtu_13_03,experiment_no_10,22,543,1674,white
round_2_images,experiment_dtu_13_03,experiment_no_10,15,1301,1101,green
round_2_images,experiment_dtu_13_03,experiment_no_10,20,811,762,gold
round_2_images,experiment_dtu_13_03,experiment_no_11,15,1544,2473,green
round_2_images,experiment_dtu_13_03,experiment_no_11,11,1409,2429,brown
round_2_images,experiment_dtu_13_03,experiment_no_11,21,1377,1990,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_11,14,1793,1594,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_11,12,1350,2500,grey
round_2_images,experiment_dtu_13_03,experiment_no_12,13,2124,3199,orange
round_2_images,experiment_dtu_13_03,experiment_no_12,20,525,2905,gold
round_2_images,experiment_dtu_13_03,experiment_no_12,15,1865,2867,green
round_2_images,experiment_dtu_13_03,experiment_no_12,14,1096,2678,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_12,17,1633,1527,red
round_2_images,experiment_dtu_13_03,experiment_no_13,21,1662,1739,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_13,10,1271,831,yellow
round_2_images,experiment_dtu_13_03,experiment_no_13,19,1732,596,black
round_2_images,experiment_dtu_13_03,experiment_no_13,22,1033,465,white
round_2_images,experiment_dtu_13_03,experiment_no_13,15,111,119,green
round_2_images,experiment_dtu_13_03,experiment_no_14,19,1244,1953,black
round_2_images,experiment_dtu_13_03,experiment_no_14,22,645,1478,white
round_2_images,experiment_dtu_13_03,experiment_no_14,16,449,1086,purple
round_2_images,experiment_dtu_13_03,experiment_no_14,14,1312,556,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_14,20,1102,211,gold
round_2_images,experiment_dtu_13_03,experiment_no_15,1,1132,3135,blue
round_2_images,experiment_dtu_13_03,experiment_no_15,21,418,2500,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_15,17,1746,2319,red
round_2_images,experiment_dtu_13_03,experiment_no_15,10,1185,1287,yellow
round_2_images,experiment_dtu_13_03,experiment_no_15,23,701,533,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_16,22,1554,2338,white
round_2_images,experiment_dtu_13_03,experiment_no_16,13,929,2263,orange
round_2_images,experiment_dtu_13_03,experiment_no_16,10,1086,1662,yellow
round_2_images,experiment_dtu_13_03,experiment_no_16,1,489,905,blue
round_2_images,experiment_dtu_13_03,experiment_no_16,21,234,307,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_17,21,1059,3118,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_17,13,1947,2466,orange
round_2_images,experiment_dtu_13_03,experiment_no_17,17,1472,2177,red
round_2_images,experiment_dtu_13_03,experiment_no_17,1,1242,1348,blue
round_2_images,experiment_dtu_13_03,experiment_no_17,14,814,907,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_18,17,701,2614,red
round_2_images,experiment_dtu_13_03,experiment_no_18,13,478,2566,orange
round_2_images,experiment_dtu_13_03,experiment_no_18,21,656,2383,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_18,11,1154,1714,brown
round_2_images,experiment_dtu_13_03,experiment_no_18,15,1727,1374,green
round_2_images,experiment_dtu_13_03,experiment_no_19,11,2259,3059,brown
round_2_images,experiment_dtu_13_03,experiment_no_19,1,2271,1691,blue
round_2_images,experiment_dtu_13_03,experiment_no_19,23,442,937,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_19,14,820,585,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_19,16,1915,238,purple
round_2_images,experiment_dtu_13_03,experiment_no_20,23,1678,2678,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_20,18,1025,2017,pink
round_2_images,experiment_dtu_13_03,experiment_no_20,10,1194,1829,yellow
round_2_images,experiment_dtu_13_03,experiment_no_20,11,851,968,brown
round_2_images,experiment_dtu_13_03,experiment_no_20,15,1213,584,green
round_2_images,experiment_dtu_13_03,experiment_no_21,1,1056,3215,blue
round_2_images,experiment_dtu_13_03,experiment_no_21,16,1962,3088,purple
round_2_images,experiment_dtu_13_03,experiment_no_21,19,1083,2034,black
round_2_images,experiment_dtu_13_03,experiment_no_21,21,1663,2004,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_21,14,1319,954,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_22,22,2082,3247,white
round_2_images,experiment_dtu_13_03,experiment_no_22,12,997,2898,grey
round_2_images,experiment_dtu_13_03,experiment_no_22,11,710,2134,brown
round_2_images,experiment_dtu_13_03,experiment_no_22,18,2115,1664,pink
round_2_images,experiment_dtu_13_03,experiment_no_22,17,1561,1263,red
round_2_images,experiment_dtu_13_03,experiment_no_23,18,1683,2963,pink
round_2_images,experiment_dtu_13_03,experiment_no_23,14,1719,2567,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_23,1,1860,2475,blue
round_2_images,experiment_dtu_13_03,experiment_no_23,15,2203,1357,green
round_2_images,experiment_dtu_13_03,experiment_no_23,17,1652,1043,red
round_2_images,experiment_dtu_13_03,experiment_no_24,22,610,2961,white
round_2_images,experiment_dtu_13_03,experiment_no_24,23,956,2734,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_24,20,1223,1876,gold
round_2_images,experiment_dtu_13_03,experiment_no_24,12,1165,1325,grey
round_2_images,experiment_dtu_13_03,experiment_no_24,15,2477,594,green
round_2_images,experiment_dtu_13_03,experiment_no_25,17,1006,3036,red
round_2_images,experiment_dtu_13_03,experiment_no_25,10,850,2939,yellow
round_2_images,experiment_dtu_13_03,experiment_no_25,20,481,1806,gold
round_2_images,experiment_dtu_13_03,experiment_no_25,19,489,1658,black
round_2_images,experiment_dtu_13_03,experiment_no_25,23,658,489,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_26,16,1565,3363,purple
round_2_images,experiment_dtu_13_03,experiment_no_26,18,2277,2841,pink
round_2_images,experiment_dtu_13_03,experiment_no_26,20,2389,413,gold
round_2_images,experiment_dtu_13_03,experiment_no_26,12,1148,1252,grey
round_2_images,experiment_dtu_13_03,experiment_no_27,16,1267,3223,purple
round_2_images,experiment_dtu_13_03,experiment_no_27,11,2394,2552,brown
round_2_images,experiment_dtu_13_03,experiment_no_27,13,910,1521,orange
round_2_images,experiment_dtu_13_03,experiment_no_27,15,2259,1403,green
round_2_images,experiment_dtu_13_03,experiment_no_27,12,2422,778,grey
round_2_images,experiment_dtu_13_03,experiment_no_28,22,1965,2889,white
round_2_images,experiment_dtu_13_03,experiment_no_28,18,1169,1764,pink
round_2_images,experiment_dtu_13_03,experiment_no_28,20,1215,1583,gold
round_2_images,experiment_dtu_13_03,experiment_no_28,15,1770,795,green
round_2_images,experiment_dtu_13_03,experiment_no_28,19,1939,670,black
round_2_images,experiment_dtu_13_03,experiment_no_29,20,1703,2643,gold
round_2_images,experiment_dtu_13_03,experiment_no_29,14,1851,2588,light-purple
round_2_images,experiment_dtu_13_03,experiment_no_29,18,1785,1731,pink
round_2_images,experiment_dtu_13_03,experiment_no_29,12,1212,1635,grey
round_2_images,experiment_dtu_13_03,experiment_no_29,17,1421,1249,red
round_2_images,experiment_dtu_13_03,experiment_no_30,16,2118,3129,purple
round_2_images,experiment_dtu_13_03,experiment_no_30,18,931,2749,pink
round_2_images,experiment_dtu_13_03,experiment_no_30,10,709,2413,yellow
round_2_images,experiment_dtu_13_03,experiment_no_30,17,1473,1392,red
round_2_images,experiment_dtu_13_03,experiment_no_30,23,2026,979,light-pink
round_2_images,experiment_dtu_13_03,experiment_no_31,21,983,2308,bright-green
round_2_images,experiment_dtu_13_03,experiment_no_31,1,1592,2190,blue
round_2_images,experiment_dtu_13_03,experiment_no_31,17,577,2186,red
round_2_images,experiment_dtu_13_03,experiment_no_31,20,1883,1338,gold
round_2_images,experiment_dtu_13_03,experiment_no_31,18,1205,1248,pink
round_2_images,experiment_dtu_13_03,experiment_no_32,19,1581,2687,black
